Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
1537,Christos Mandas,gr GRE,GK,Lazio,it Serie A,23-173,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1538,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,es La Liga,31-047,1994,9.3,7,0.75,6,0,0,0,0,1,1,0.11,0,0,0,0,0,1,Matches
1539,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-138,1991,14.1,18,1.27,15,2,0,1,0,0,2,0.14,1,1,0,0,0,0,Matches
1540,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,27-253,1997,11.8,28,2.37,17,6,0,2,2,1,3,0.25,1,2,0,0,0,0,Matches
1541,Orel Mangala,be BEL,MF,Everton,eng Premier League,26-356,1998,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0,Matches
1542,Orel Mangala,be BEL,MF,Lyon,fr Ligue 1,26-356,1998,0.7,3,4.03,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1543,Ryan Manning,ie IRL,DF,Southampton,eng Premier League,28-268,1996,9.8,28,2.86,15,12,0,0,0,1,1,0.10,0,1,0,0,0,0,Matches
1544,Javier Manquillo,es ESP,DF,Celta Vigo,es La Liga,30-308,1994,5.7,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1545,Johan Manzambi,ch SUI,"MF,FW",Freiburg,de Bundesliga,19-146,2005,0.4,2,5.29,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1546,Alberto Manzoni,it ITA,MF,Atalanta,it Serie A,19-257,2005,0.1,1,15.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1547,Sekou Mara,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,22-222,2002,7.1,10,1.41,5,0,2,3,0,0,2,0.28,0,0,0,2,0,0,Matches
1548,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-165,2002,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1549,Alessandro Marcandalli,it ITA,DF,Venezia,it Serie A,22-165,2002,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1550,Marcão,br BRA,DF,Sevilla,es La Liga,28-277,1996,5.1,2,0.39,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1551,Solly March,eng ENG,"MF,FW",Brighton,eng Premier League,30-232,1994,0.5,1,2.20,1,0,0,0,0,0,1,2.20,1,0,0,0,0,0,Matches
1552,Filip Marchwiński,pl POL,MF,Lecce,it Serie A,23-058,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1553,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,35-329,1989,13.7,38,2.77,34,3,0,0,1,0,8,0.58,8,0,0,0,0,0,Matches
1554,Alberto Marí,es ESP,FW,Valencia,es La Liga,23-241,2001,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1555,Pablo Marí,es ESP,DF,Monza,it Serie A,31-190,1993,18.1,16,0.88,15,0,0,0,0,1,1,0.06,1,0,0,0,0,0,Matches
1556,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,31-190,1993,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1557,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,30-048,1995,16.4,5,0.31,5,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
1558,Luca Marianucci,it ITA,DF,Empoli,it Serie A,20-229,2004,3.4,6,1.78,3,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1559,Mirko Marić,hr CRO,"FW,MF",Monza,it Serie A,29-297,1995,1.2,2,1.68,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1560,Mirko Marić,hr CRO,FW,Venezia,it Serie A,29-297,1995,3.1,4,1.30,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1561,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,es La Liga,19-338,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1562,Rafa Marín,es ESP,DF,Napoli,it Serie A,22-294,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1563,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,21-249,2003,4.2,5,1.20,4,0,0,0,1,0,1,0.24,1,0,0,0,0,0,Matches
1564,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,28-290,1996,12.5,53,4.25,28,19,1,4,1,0,2,0.16,1,1,0,0,0,0,Matches
1565,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,30-307,1994,16.0,13,0.81,10,1,0,2,0,0,2,0.12,2,0,0,0,0,0,Matches
1566,Mika Màrmol,es ESP,DF,Las Palmas,es La Liga,22-250,2002,17.2,25,1.46,22,2,0,1,0,0,3,0.17,3,0,0,0,0,0,Matches
1567,Omar Marmoush,eg EGY,"MF,FW",Manchester City,eng Premier League,26-030,1999,4.3,17,3.92,9,3,0,1,4,0,0,0.00,0,0,0,0,0,0,Matches
1568,Omar Marmoush,eg EGY,FW,Eint Frankfurt,de Bundesliga,26-030,1999,16.1,91,5.66,39,20,13,9,9,1,21,1.31,7,3,6,3,2,0,Matches
1569,Mario Maroto,es ESP,MF,Valladolid,es La Liga,21-101,2003,0.2,2,9.47,2,0,0,0,0,0,1,4.74,1,0,0,0,0,0,Matches
1570,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,30-299,1994,15.6,27,1.73,24,0,1,0,0,2,1,0.06,0,0,0,0,0,1,Matches
1571,Aarón Martín,es ESP,DF,Genoa,it Serie A,27-321,1997,26.2,82,3.13,34,43,2,1,2,0,7,0.27,3,4,0,0,0,0,Matches
1572,Carlos Martín,es ESP,"FW,MF",Alavés,es La Liga,22-321,2002,11.0,18,1.63,10,0,2,4,2,0,3,0.27,1,0,0,2,0,0,Matches
1573,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-067,2002,5.8,14,2.41,14,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1574,Iván Martín,es ESP,MF,Girona,es La Liga,26-023,1999,17.1,42,2.46,40,0,0,1,1,0,3,0.18,3,0,0,0,0,0,Matches
1575,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-067,2006,3.3,3,0.91,1,0,0,2,0,0,1,0.30,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1576,Jonas Martin,fr FRA,MF,Brest,fr Ligue 1,34-334,1990,5.1,8,1.57,8,0,0,0,0,0,2,0.39,2,0,0,0,0,0,Matches
1577,Mario Martín,es ESP,MF,Valladolid,es La Liga,21-004,2004,15.1,29,1.92,18,1,2,3,5,0,1,0.07,1,0,0,0,0,0,Matches
1578,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23-264,2001,16.2,39,2.41,32,1,4,1,1,0,3,0.19,3,0,0,0,0,0,Matches
1579,Arnau Martinez,es ESP,"DF,MF",Girona,es La Liga,21-318,2003,19.9,44,2.21,37,1,2,1,2,1,4,0.20,4,0,0,0,0,0,Matches
1580,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,32-188,1992,27.0,3,0.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1581,Iñigo Martínez,es ESP,DF,Barcelona,es La Liga,33-296,1991,19.8,34,1.72,28,1,0,3,2,0,6,0.30,4,1,0,0,1,0,Matches
1582,Javi Martínez,es ESP,MF,Osasuna,es La Liga,25-077,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1583,Josep Martinez,es ESP,GK,Inter,it Serie A,26-286,1998,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1584,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,27-199,1997,24.1,65,2.70,49,0,2,10,3,1,8,0.33,5,0,1,2,0,0,Matches
1585,Lisandro Martínez,ar ARG,DF,Manchester Utd,eng Premier League,27-050,1998,19.5,26,1.34,23,0,0,2,0,1,2,0.10,2,0,0,0,0,0,Matches
1586,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,28-303,1996,3.9,4,1.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1587,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-138,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1588,Toni Martínez,es ESP,FW,Alavés,es La Liga,27-252,1997,8.6,24,2.78,15,0,3,2,2,2,1,0.12,0,0,0,1,0,0,Matches
1589,Kevin Martins,it ITA,"MF,DF",Monza,it Serie A,20-037,2005,2.0,2,0.98,2,0,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches
1590,Javi Martón,es ESP,"FW,MF",Athletic Club,es La Liga,25-307,1999,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1591,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-143,1992,17.3,18,1.04,14,1,0,2,0,1,1,0.06,0,0,0,1,0,0,Matches
1592,Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24-249,2000,6.1,6,0.98,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1593,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-035,1993,15.7,9,0.57,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1594,Adam Masina,ma MAR,DF,Torino,it Serie A,31-066,1994,16.1,16,0.99,13,0,2,0,1,0,4,0.25,2,0,1,0,1,0,Matches
1595,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-041,2001,7.6,15,1.97,10,0,1,0,4,0,3,0.39,2,0,0,0,1,0,Matches
1596,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,31-067,1994,4.6,16,3.50,10,0,2,3,1,0,1,0.22,0,0,0,1,0,0,Matches
1597,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,26-107,1998,9.5,7,0.74,7,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1598,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23-245,2001,5.1,5,0.97,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1599,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-122,1992,20.1,20,1.00,17,1,1,0,1,0,5,0.25,4,0,1,0,0,0,Matches
1600,Jaime Mata,es ESP,FW,Las Palmas,es La Liga,36-136,1988,5.2,10,1.91,8,0,1,1,0,0,1,0.19,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1601,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21-343,2003,3.4,8,2.38,3,1,1,3,0,0,1,0.30,0,0,0,1,0,0,Matches
1602,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,22-176,2002,14.5,32,2.21,26,1,2,2,0,1,6,0.41,4,0,1,1,0,0,Matches
1603,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,23-022,2002,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1604,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27-254,1997,23.7,51,2.15,36,0,3,9,3,0,7,0.30,3,0,2,2,0,0,Matches
1605,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,36-220,1988,16.7,40,2.40,39,0,0,1,0,0,4,0.24,4,0,0,0,0,0,Matches
1606,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22-298,2002,19.3,9,0.47,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1607,Jean Mattéo Bahoya,fr FRA,MF,Eint Frankfurt,de Bundesliga,19-306,2005,3.8,21,5.61,14,2,1,1,2,1,5,1.34,2,0,1,0,2,0,Matches
1608,Alan Matturro,uy URU,DF,Genoa,it Serie A,20-149,2004,8.5,8,0.94,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1609,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26-315,1998,16.7,29,1.74,26,1,0,0,2,0,1,0.06,1,0,0,0,0,0,Matches
1610,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,28-207,1996,10.2,21,2.07,19,0,2,0,0,0,5,0.49,5,0,0,0,0,0,Matches
1611,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30-364,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1612,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26-282,1998,15.3,45,2.93,37,2,4,2,0,0,7,0.46,6,0,1,0,0,0,Matches
1613,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-088,1997,17.2,13,0.76,9,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
1614,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19-325,2005,11.5,6,0.52,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1615,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20-349,2004,2.4,8,3.36,8,0,0,0,0,0,2,0.84,2,0,0,0,0,0,Matches
1616,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27-338,1997,5.4,6,1.11,5,0,0,1,0,0,1,0.19,0,0,0,1,0,0,Matches
1617,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18-296,2006,5.2,22,4.19,16,0,0,3,2,1,2,0.38,2,0,0,0,0,0,Matches
1618,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-115,1997,22.6,33,1.46,29,0,0,1,2,1,1,0.04,1,0,0,0,0,0,Matches
1619,Luca Mazzitelli,it ITA,MF,Como,it Serie A,29-114,1995,3.7,13,3.50,10,0,1,1,0,1,1,0.27,1,0,0,0,0,0,Matches
1620,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29-225,1995,6.8,15,2.21,14,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1621,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,21-052,2004,7.3,20,2.72,17,0,1,0,1,1,5,0.68,3,0,0,0,1,1,Matches
1622,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,18-070,2006,2.2,17,7.73,10,3,0,3,0,1,2,0.91,0,0,0,2,0,0,Matches
1623,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-079,1998,23.0,94,4.09,61,0,19,10,4,0,10,0.43,7,0,1,2,0,0,Matches
1624,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,17-044,2008,1.0,1,1.03,1,0,0,0,0,0,1,1.03,1,0,0,0,0,0,Matches
1625,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-214,1999,27.9,107,3.83,79,13,9,3,3,0,13,0.47,8,1,2,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1626,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,22-142,2002,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1627,Kasey McAteer,ie IRL,"FW,MF",Leicester City,eng Premier League,23-107,2001,4.3,12,2.80,11,0,0,0,1,0,1,0.23,1,0,0,0,0,0,Matches
1628,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28-278,1996,11.6,30,2.60,25,0,1,3,1,0,5,0.43,5,0,0,0,0,0,Matches
1629,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,35-096,1989,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1630,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-142,1994,19.7,58,2.94,46,5,0,3,3,1,5,0.25,5,0,0,0,0,0,Matches
1631,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,28-117,1996,19.4,8,0.41,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1632,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,26-193,1998,16.3,39,2.40,34,0,0,2,3,0,6,0.37,6,0,0,0,0,0,Matches
1633,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-012,1999,21.4,10,0.47,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1634,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,25-107,1999,12.7,60,4.74,33,18,4,2,2,1,6,0.47,3,1,1,0,0,1,Matches
1635,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,28-091,1996,0.2,1,4.74,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1636,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-091,1996,22.9,42,1.83,26,0,2,9,3,2,5,0.22,3,0,0,1,1,0,Matches
1637,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,26-183,1998,13.9,7,0.50,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1638,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25-285,1999,20.3,49,2.42,45,1,0,2,0,1,3,0.15,3,0,0,0,0,0,Matches
1639,Ben Mee,eng ENG,DF,Brentford,eng Premier League,35-169,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1640,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18-254,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1641,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,21-112,2003,0.7,3,4.29,3,0,0,0,0,0,1,1.43,1,0,0,0,0,0,Matches
1642,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,23-096,2001,2.8,1,0.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1643,Bamo Meïté,ci CIV,"DF,MF",Marseille,fr Ligue 1,23-096,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1644,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,17-149,2007,1.4,2,1.44,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1645,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21-343,2003,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1646,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27-308,1997,16.7,56,3.36,25,14,5,3,7,2,10,0.60,3,1,1,0,3,2,Matches
1647,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,26-019,1999,1.0,1,1.01,1,0,0,0,0,0,1,1.01,1,0,0,0,0,0,Matches
1648,Arthur Melo,br BRA,MF,Girona,es La Liga,28-209,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1649,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22-263,2002,14.0,51,3.64,42,2,3,3,0,1,4,0.29,4,0,0,0,0,0,Matches
1650,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-061,1997,14.0,37,2.65,29,5,1,0,2,0,1,0.07,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1651,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,20-286,2004,6.0,8,1.34,6,0,1,0,1,0,1,0.17,1,0,0,0,0,0,Matches
1652,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29-274,1995,11.2,5,0.45,4,0,0,0,0,1,1,0.09,1,0,0,0,0,0,Matches
1653,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32-259,1992,2.1,2,0.94,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1654,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26-234,1998,17.9,38,2.12,35,1,0,0,0,2,5,0.28,5,0,0,0,0,0,Matches
1655,Alex Meret,it ITA,GK,Napoli,it Serie A,27-352,1997,23.4,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1656,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28-260,1996,10.8,31,2.88,27,0,0,3,1,0,3,0.28,3,0,0,0,0,0,Matches
1657,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22-297,2002,13.4,44,3.28,32,7,1,3,1,0,6,0.45,4,0,0,2,0,0,Matches
1658,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25-273,1999,4.6,8,1.72,5,0,0,2,1,0,1,0.22,1,0,0,0,0,0,Matches
1659,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21-315,2003,3.2,10,3.10,10,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
1660,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33-300,1991,6.0,18,3.02,9,0,3,2,4,0,2,0.34,1,0,0,1,0,0,Matches
1661,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-124,1999,2.5,5,1.98,1,2,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
1662,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31-297,1993,10.0,9,0.90,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1663,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,33-178,1991,14.3,22,1.53,20,0,1,1,0,0,4,0.28,2,0,1,1,0,0,Matches
1664,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33-330,1991,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1665,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,17-140,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1666,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19-261,2005,1.1,7,6.30,6,0,0,0,0,1,1,0.90,1,0,0,0,0,0,Matches
1667,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19-296,2005,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1668,Miguel,es ESP,FW,Leganés,es La Liga,25-187,1999,17.7,26,1.47,12,0,2,4,6,2,6,0.34,5,0,1,0,0,0,Matches
1669,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,25-035,2000,14.3,48,3.36,34,5,3,3,3,0,5,0.35,3,2,0,0,0,0,Matches
1670,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-129,2000,11.1,31,2.80,24,0,2,3,2,0,7,0.63,4,0,2,0,1,0,Matches
1671,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21-274,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1672,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,27-148,1997,27.0,15,0.56,11,0,0,3,0,1,2,0.07,2,0,0,0,0,0,Matches
1673,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18-312,2006,2.1,2,0.93,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1674,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,28-017,1997,27.0,9,0.33,7,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1675,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-050,1998,10.4,12,1.15,9,0,0,2,0,1,1,0.10,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1676,Luis Milla,es ESP,MF,Getafe,es La Liga,30-153,1994,21.1,89,4.21,54,26,4,2,3,0,4,0.19,2,2,0,0,0,0,Matches
1677,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,32-167,1992,2.7,6,2.20,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1678,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22-235,2002,16.7,56,3.36,41,1,5,6,3,0,8,0.48,6,0,1,1,0,0,Matches
1679,James Milner,eng ENG,MF,Brighton,eng Premier League,39-064,1986,1.9,8,4.26,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1680,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-114,1996,22.3,23,1.03,22,0,0,0,1,0,2,0.09,2,0,0,0,0,0,Matches
1681,Yerry Mina,co COL,DF,Cagliari,it Serie A,30-167,1994,22.1,21,0.95,18,0,0,3,0,0,2,0.09,1,0,0,1,0,0,Matches
1682,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-052,1995,17.5,60,3.44,49,0,6,4,0,1,5,0.29,4,0,1,0,0,0,Matches
1683,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,21-063,2004,2.8,1,0.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1684,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31-361,1993,8.7,14,1.61,11,0,0,1,1,1,1,0.12,0,0,0,1,0,0,Matches
1685,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25-300,1999,21.1,61,2.89,50,3,2,2,2,2,13,0.62,9,1,2,0,1,0,Matches
1686,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,19-049,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1687,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20-230,2004,13.1,40,3.05,19,8,10,1,1,1,8,0.61,3,0,4,1,0,0,Matches
1688,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25-258,1999,8.0,7,0.87,3,0,0,2,1,1,4,0.50,2,0,0,1,1,0,Matches
1689,Rafa Mir,es ESP,"MF,FW",Valencia,es La Liga,27-264,1997,4.1,3,0.74,1,0,0,2,0,0,2,0.49,0,0,0,2,0,0,Matches
