Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
2411,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,25-031,2000,26,23,1977,22.0,7,2,9,7,0,0,3,0,6.4,6.4,1.6,8.0,11,21,77,0.32,0.09,0.41,0.32,0.41,0.29,0.07,0.37,0.29,0.37,Matches
2412,Gabriel Strefezza,br BRA,"FW,MF",Como,it Serie A,27-325,1997,27,26,2032,22.6,3,3,6,3,0,0,3,0,3.1,3.1,2.8,5.9,51,85,123,0.13,0.13,0.27,0.13,0.27,0.14,0.12,0.26,0.14,0.26,Matches
2413,Cristhian Stuani,uy URU,FW,Girona,es La Liga,38-148,1986,20,1,513,5.7,4,2,6,2,2,2,2,0,5.0,3.5,0.3,3.8,1,4,18,0.70,0.35,1.05,0.35,0.70,0.88,0.06,0.93,0.62,0.67,Matches
2414,Álex Suárez,es ESP,DF,Las Palmas,es La Liga,31-356,1993,22,22,1822,20.2,0,0,0,0,0,0,10,0,0.1,0.1,0.1,0.2,1,34,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
2415,Denis Suárez,es ESP,MF,Villarreal,es La Liga,31-062,1994,14,4,361,4.0,1,1,2,1,0,0,0,0,0.8,0.8,0.5,1.3,15,19,20,0.25,0.25,0.50,0.25,0.50,0.20,0.13,0.33,0.20,0.33,Matches
2416,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,27-212,1997,23,17,1625,18.1,0,5,5,0,0,0,0,0,0.7,0.7,3.1,3.8,34,82,79,0.00,0.28,0.28,0.00,0.28,0.04,0.17,0.21,0.04,0.21,Matches
2417,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,22-182,2002,19,17,1416,15.7,1,1,2,1,0,0,2,0,2.7,2.7,1.6,4.3,26,68,40,0.06,0.06,0.13,0.06,0.13,0.17,0.10,0.27,0.17,0.27,Matches
2418,Yukinari Sugawara,jp JPN,DF,Southampton,eng Premier League,24-254,2000,25,14,1371,15.2,1,1,2,1,0,0,4,0,0.4,0.4,2.2,2.6,30,65,66,0.07,0.07,0.13,0.07,0.13,0.03,0.15,0.17,0.03,0.17,Matches
2419,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,29-187,1995,8,6,551,6.1,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,6,31,6,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2420,Ibrahim Sulemana,gh GHA,MF,Atalanta,it Serie A,21-291,2003,5,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2421,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,23-022,2002,16,7,660,7.3,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.2,30,11,46,0.14,0.00,0.14,0.14,0.14,0.12,0.05,0.17,0.12,0.17,Matches
2422,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,23-130,2001,19,7,786,8.7,1,1,2,1,0,0,2,0,1.6,1.6,1.7,3.3,29,18,71,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches
2423,Tomáš Suslov,sk SVK,"MF,FW",Hellas Verona,it Serie A,22-275,2002,24,21,1685,18.7,0,0,0,0,0,0,5,1,1.5,1.5,1.7,3.3,28,75,66,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17,Matches
2424,Suso,es ESP,"FW,MF",Sevilla,es La Liga,31-110,1993,9,0,180,2.0,0,0,0,0,0,0,1,0,0.2,0.2,0.4,0.6,7,14,17,0.00,0.00,0.00,0.00,0.00,0.12,0.19,0.31,0.12,0.31,Matches
2425,Zion Suzuki,jp JPN,GK,Parma,it Serie A,22-200,2002,27,27,2414,26.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2426,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,26-063,1999,18,13,1114,12.4,3,1,4,3,0,0,4,0,3.6,3.6,1.7,5.3,5,35,35,0.24,0.08,0.32,0.24,0.32,0.29,0.14,0.43,0.29,0.43,Matches
2427,Daniel Svensson,se SWE,DF,Dortmund,de Bundesliga,23-025,2002,4,1,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2428,Marin Šverko,hr CRO,DF,Venezia,it Serie A,27-033,1998,15,11,1041,11.6,1,0,1,1,0,0,3,0,0.3,0.3,0.3,0.7,8,37,1,0.09,0.00,0.09,0.09,0.09,0.03,0.03,0.06,0.03,0.06,Matches
2429,Mile Svilar,rs SRB,GK,Roma,it Serie A,25-194,1999,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2430,Michael Svoboda,at AUT,DF,Venezia,it Serie A,26-145,1998,16,15,1314,14.6,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,13,43,5,0.07,0.00,0.07,0.07,0.07,0.01,0.04,0.06,0.01,0.06,Matches
2431,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,21-036,2004,24,12,1052,11.7,3,3,6,3,0,0,1,0,4.3,4.3,2.0,6.3,26,23,98,0.26,0.26,0.51,0.26,0.51,0.37,0.17,0.54,0.37,0.54,Matches
2432,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,22-074,2002,16,9,830,9.2,1,0,1,1,0,0,2,1,0.4,0.4,0.0,0.4,0,18,2,0.11,0.00,0.11,0.11,0.11,0.05,0.00,0.05,0.05,0.05,Matches
2433,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,31-067,1994,15,13,912,10.1,1,0,1,1,0,0,2,0,1.7,1.7,0.3,2.0,26,41,34,0.10,0.00,0.10,0.10,0.10,0.17,0.03,0.20,0.17,0.20,Matches
2434,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,es La Liga,30-354,1994,20,12,1061,11.8,3,1,4,1,2,2,2,0,3.6,2.0,1.4,3.4,12,14,35,0.25,0.08,0.34,0.08,0.17,0.30,0.12,0.42,0.17,0.29,Matches
2435,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,34-325,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2436,Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,eng Premier League,29-166,1995,19,13,979,10.9,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,16,18,46,0.37,0.00,0.37,0.37,0.37,0.31,0.02,0.33,0.31,0.33,Matches
2437,Dominik Szoboszlai,hu HUN,MF,Liverpool,eng Premier League,24-135,2000,27,22,1953,21.7,5,3,8,5,0,0,6,0,6.7,6.7,5.0,11.7,61,101,108,0.23,0.14,0.37,0.23,0.37,0.31,0.23,0.54,0.31,0.54,Matches
2438,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,29-094,1995,23,9,969,10.8,9,2,11,9,0,0,2,0,7.9,7.9,1.5,9.3,19,20,50,0.84,0.19,1.02,0.84,1.02,0.73,0.14,0.87,0.73,0.87,Matches
2439,Musa Al-Taamari,jo JOR,"FW,MF",Montpellier,fr Ligue 1,27-272,1997,15,12,1116,12.4,2,1,3,2,0,0,3,0,2.6,2.6,1.5,4.1,55,30,76,0.16,0.08,0.24,0.16,0.24,0.21,0.12,0.33,0.21,0.33,Matches
2440,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,27-272,1997,5,3,275,3.1,0,0,0,0,0,0,0,0,1.3,1.3,0.6,2.0,13,4,13,0.00,0.00,0.00,0.00,0.00,0.44,0.21,0.65,0.44,0.65,Matches
2441,Haris Tabakovic,ba BIH,"FW,MF",Hoffenheim,de Bundesliga,30-262,1994,13,2,387,4.3,1,1,2,1,0,0,0,0,2.1,2.1,0.5,2.7,2,5,19,0.23,0.23,0.47,0.23,0.47,0.50,0.12,0.62,0.50,0.62,Matches
2442,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,32-190,1992,15,15,1265,14.1,3,1,4,3,0,0,6,0,2.3,2.3,0.4,2.7,19,68,40,0.21,0.07,0.28,0.21,0.28,0.16,0.03,0.19,0.16,0.19,Matches
2443,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,29-026,1996,24,24,2160,24.0,2,0,2,2,0,0,2,0,0.9,0.9,0.3,1.3,11,120,8,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.05,0.04,0.05,Matches
2444,Adrien Tameze,cm CMR,"MF,DF",Torino,it Serie A,31-033,1994,16,8,598,6.6,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,14,23,20,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches
2445,Renato Tapia,pe PER,"MF,DF",Leganés,es La Liga,29-224,1995,23,17,1467,16.3,1,0,1,1,0,0,5,0,0.5,0.5,0.1,0.6,13,39,15,0.06,0.00,0.06,0.06,0.06,0.03,0.01,0.04,0.03,0.04,Matches
2446,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,26-035,1999,23,23,2020,22.4,0,0,0,0,0,0,4,0,1.1,1.1,0.2,1.2,42,131,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2447,Florian Tardieu,fr FRA,MF,Saint-Étienne,fr Ligue 1,32-321,1992,14,5,538,6.0,0,2,2,0,0,0,0,0,0.1,0.1,0.6,0.7,7,60,19,0.00,0.33,0.33,0.00,0.33,0.01,0.10,0.11,0.01,0.11,Matches
2448,Mehdi Taremi,ir IRN,FW,Inter,it Serie A,32-234,1992,20,4,562,6.2,1,1,2,0,1,1,1,0,2.9,2.1,1.1,3.3,8,22,32,0.16,0.16,0.32,0.00,0.16,0.47,0.18,0.65,0.34,0.52,Matches
2449,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,29-172,1995,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2450,Oussama Targhalline,ma MAR,MF,Le Havre,fr Ligue 1,22-293,2002,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.08,0.01,0.08,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2451,James Tarkowski,eng ENG,DF,Everton,eng Premier League,32-110,1992,28,28,2511,27.9,1,1,2,1,0,0,4,0,1.2,1.2,2.2,3.3,8,67,3,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Matches
2452,César Tárrega,es ESP,DF,Valencia,es La Liga,23-011,2002,24,24,2126,23.6,2,0,2,2,0,0,3,0,1.6,1.6,0.0,1.6,18,59,1,0.08,0.00,0.08,0.08,0.08,0.07,0.00,0.07,0.07,0.07,Matches
2453,Nuno Tavares,pt POR,DF,Lazio,it Serie A,25-042,2000,20,19,1517,16.9,0,8,8,0,0,0,4,1,1.0,1.0,4.4,5.5,88,96,86,0.00,0.47,0.47,0.00,0.47,0.06,0.26,0.33,0.06,0.33,Matches
2454,Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,eng Premier League,25-352,1999,20,14,1335,14.8,2,5,7,2,0,0,3,0,4.6,4.6,2.6,7.2,32,82,93,0.13,0.34,0.47,0.13,0.47,0.31,0.18,0.49,0.31,0.49,Matches
2455,Charlie Taylor,eng ENG,DF,Southampton,eng Premier League,31-172,1993,7,2,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
2456,Jack Taylor,ie IRL,MF,Ipswich Town,eng Premier League,26-259,1998,22,1,490,5.4,1,0,1,1,0,0,3,0,0.6,0.6,0.5,1.1,9,35,14,0.18,0.00,0.18,0.18,0.18,0.10,0.10,0.20,0.10,0.20,Matches
2457,Loum Tchaouna,fr FRA,"FW,MF",Lazio,it Serie A,21-182,2003,19,4,520,5.8,1,0,1,1,0,0,4,1,2.3,2.3,0.6,2.9,19,16,54,0.17,0.00,0.17,0.17,0.17,0.40,0.11,0.50,0.40,0.50,Matches
2458,Jackson Tchatchoua,cm CMR,"DF,MF",Hellas Verona,it Serie A,23-176,2001,25,25,2177,24.2,2,2,4,2,0,0,6,1,1.5,1.5,1.8,3.2,64,49,117,0.08,0.08,0.17,0.08,0.17,0.06,0.07,0.13,0.06,0.13,Matches
2459,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,22-106,2002,24,18,1764,19.6,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,42,59,86,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
2460,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,es La Liga,25-041,2000,21,21,1814,20.2,0,0,0,0,0,0,1,0,1.2,1.2,0.5,1.7,15,125,8,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches
2461,Álvaro Tejero,es ESP,"MF,DF",Espanyol,es La Liga,28-232,1996,22,13,1132,12.6,1,4,5,1,0,0,2,0,0.6,0.6,2.7,3.3,24,37,64,0.08,0.32,0.40,0.08,0.40,0.05,0.21,0.26,0.05,0.26,Matches
2462,Martín Tejón,es ESP,"MF,DF",Valencia,es La Liga,20-331,2004,4,0,49,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,6,0.00,0.00,0.00,0.00,0.00,0.16,0.05,0.21,0.16,0.21,Matches
2463,Mathys Tel,fr FRA,FW,Tottenham,eng Premier League,19-316,2005,3,3,229,2.5,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.8,3,1,8,0.00,0.00,0.00,0.00,0.00,0.30,0.02,0.32,0.30,0.32,Matches
2464,Mathys Tel,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,19-316,2005,8,2,256,2.8,0,1,1,0,0,0,0,0,0.7,0.7,0.3,1.0,6,9,34,0.00,0.35,0.35,0.00,0.35,0.26,0.10,0.36,0.26,0.36,Matches
2465,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,25-247,1999,20,11,978,10.9,2,2,4,2,0,0,0,0,2.6,2.6,0.7,3.3,26,20,95,0.18,0.18,0.37,0.18,0.37,0.24,0.07,0.30,0.24,0.30,Matches
2466,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-016,1996,24,24,2093,23.3,1,1,2,1,0,0,8,0,1.7,1.7,0.9,2.7,30,64,70,0.04,0.04,0.09,0.04,0.09,0.07,0.04,0.11,0.07,0.11,Matches
2467,Casper Tengstedt,dk DEN,FW,Hellas Verona,it Serie A,24-281,2000,20,18,1306,14.5,6,1,7,5,1,1,2,0,5.0,4.3,0.7,4.9,27,26,74,0.41,0.07,0.48,0.34,0.41,0.35,0.04,0.39,0.29,0.34,Matches
2468,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,32-313,1992,6,6,494,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2469,Filippo Terracciano,it ITA,"DF,MF",Milan,it Serie A,22-029,2003,10,6,527,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,14,9,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches
2470,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,35-001,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2471,Ramón Terrats,es ESP,"MF,FW",Villarreal,es La Liga,24-142,2000,11,1,131,1.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,1,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.19,0.22,0.04,0.22,Matches
2472,Ramón Terrats,es ESP,MF,Getafe,es La Liga,24-142,2000,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,3,12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
2473,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28-005,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,2.4,2.4,0.9,3.3,11,14,35,0.31,0.15,0.46,0.31,0.46,0.38,0.14,0.52,0.38,0.52,Matches
2474,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,23-166,2001,15,7,643,7.1,0,0,0,0,0,0,2,0,0.4,0.4,0.1,0.5,6,34,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2475,Kenny Tete,nl NED,DF,Fulham,eng Premier League,29-151,1995,15,15,1262,14.0,0,2,2,0,0,0,3,0,1.0,1.0,0.7,1.8,33,42,39,0.00,0.14,0.14,0.00,0.14,0.07,0.05,0.13,0.07,0.13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2476,Teddy Teuma,mt MLT,MF,Reims,fr Ligue 1,31-160,1993,16,8,705,7.8,1,0,1,0,1,1,1,0,1.4,0.6,1.1,1.7,8,43,33,0.13,0.00,0.13,0.00,0.00,0.18,0.14,0.32,0.08,0.22,Matches
2477,Jordan Teze,nl NED,DF,Monaco,fr Ligue 1,25-160,1999,12,5,377,4.2,1,0,1,1,0,0,2,1,1.2,1.2,1.0,2.2,6,19,34,0.24,0.00,0.24,0.24,0.24,0.28,0.23,0.52,0.28,0.52,Matches
2478,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,32-042,1993,24,23,1876,20.8,7,3,10,6,1,3,0,0,7.4,5.0,3.8,8.8,89,89,144,0.34,0.14,0.48,0.29,0.43,0.35,0.18,0.54,0.24,0.42,Matches
2479,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,24-288,2000,23,23,2033,22.6,0,0,0,0,0,0,5,1,1.4,1.4,0.6,2.0,39,119,22,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches
2480,Norman Theuerkauf,de GER,MF,Heidenheim,de Bundesliga,38-044,1987,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
2481,Thiago,br BRA,FW,Brentford,eng Premier League,23-256,2001,4,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.11,0.07,0.11,Matches
2482,Malick Thiaw,de GER,DF,Milan,it Serie A,23-213,2001,19,17,1549,17.2,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.7,11,80,1,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
2483,Denis Thomalla,de GER,MF,Heidenheim,de Bundesliga,32-205,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2484,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,23-272,2001,3,2,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,5,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
2485,Sorba Thomas,wls WAL,"FW,MF",Nantes,fr Ligue 1,25-199,1999,18,9,857,9.5,1,2,3,1,0,0,1,0,1.3,1.3,2.4,3.6,34,29,71,0.11,0.21,0.32,0.11,0.32,0.13,0.25,0.38,0.13,0.38,Matches
2486,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-089,1993,24,24,1947,21.6,2,3,5,2,0,0,5,0,3.5,3.5,4.6,8.1,18,110,94,0.09,0.14,0.23,0.09,0.23,0.16,0.21,0.38,0.16,0.38,Matches
2487,Morten Thorsby,no NOR,MF,Genoa,it Serie A,28-308,1996,23,18,1539,17.1,0,1,1,0,0,0,4,0,2.2,2.2,1.5,3.7,20,52,55,0.00,0.06,0.06,0.00,0.06,0.13,0.09,0.22,0.13,0.22,Matches
2488,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,23-348,2001,25,16,1459,16.2,3,4,7,3,0,0,2,0,3.1,3.1,2.9,6.0,49,78,38,0.19,0.25,0.43,0.19,0.43,0.19,0.18,0.37,0.19,0.37,Matches
2489,Marcus Thuram,fr FRA,FW,Inter,it Serie A,27-215,1997,27,23,1907,21.2,13,4,17,13,0,0,1,0,8.6,8.6,3.4,12.0,48,47,145,0.61,0.19,0.80,0.61,0.80,0.41,0.16,0.57,0.41,0.57,Matches
2490,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,27-306,1997,29,29,2491,27.7,2,4,6,2,0,1,4,0,2.6,1.8,5.7,7.5,30,187,35,0.07,0.14,0.22,0.07,0.22,0.09,0.21,0.30,0.07,0.27,Matches
2491,Kieran Tierney,sct SCO,"DF,FW",Arsenal,eng Premier League,27-277,1997,4,0,65,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,1,3,4,0.00,0.00,0.00,0.00,0.00,0.29,0.44,0.73,0.29,0.73,Matches
2492,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,27-243,1997,25,16,1348,15.0,5,1,6,4,1,1,3,0,4.5,3.8,0.8,4.6,6,23,90,0.33,0.07,0.40,0.27,0.33,0.30,0.06,0.36,0.25,0.31,Matches
2493,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,23-265,2001,24,23,2019,22.4,1,1,2,1,0,0,7,0,0.7,0.7,0.7,1.4,42,117,81,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches
2494,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-069,1999,17,10,992,11.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,22,4,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2495,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,29-202,1995,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
2496,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,20-210,2004,8,2,288,3.2,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.3,1,11,4,0.00,0.31,0.31,0.00,0.31,0.04,0.06,0.09,0.04,0.09,Matches
2497,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,30-218,1994,23,19,1687,18.7,5,2,7,5,0,0,2,0,4.2,4.2,4.4,8.7,16,114,101,0.27,0.11,0.37,0.27,0.37,0.23,0.24,0.46,0.23,0.46,Matches
2498,John Tolkin,us USA,"DF,FW",Holstein Kiel,de Bundesliga,22-221,2002,3,2,183,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,4,3,5,0.00,0.49,0.49,0.00,0.49,0.00,0.11,0.11,0.00,0.11,Matches
2499,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,34-150,1990,7,2,338,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,19,5,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07,Matches
2500,Tiago Tomás,pt POR,"FW,MF",Wolfsburg,de Bundesliga,22-266,2002,24,20,1614,17.9,6,1,7,6,0,0,5,0,5.0,5.0,2.4,7.4,30,44,102,0.33,0.06,0.39,0.33,0.39,0.28,0.13,0.41,0.28,0.41,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2501,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,26-124,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,2.37,0.00,2.37,2.37,2.37,Matches
2502,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-080,1997,14,11,970,10.8,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,6,41,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
2503,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,24-305,2000,25,17,1640,18.2,1,1,2,1,0,0,5,0,3.1,3.1,0.6,3.7,25,76,34,0.05,0.05,0.11,0.05,0.11,0.17,0.03,0.20,0.17,0.20,Matches
2504,Pablo Torre,es ESP,"MF,FW",Barcelona,es La Liga,21-340,2003,8,4,261,2.9,3,1,4,3,0,0,0,0,0.3,0.3,0.5,0.8,5,15,15,1.03,0.34,1.38,1.03,1.38,0.09,0.18,0.28,0.09,0.28,Matches
2505,David Torres,es ESP,DF,Valladolid,es La Liga,22-004,2003,17,14,1297,14.4,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,11,37,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
